	CH2500	CH2502	CH2522	F1659
PA14_51350,phnB	18	20	49	209
PA14_51360,phnA	27	89	246	882
PA14_51380,pqsE	17	37	116	531
PA14_51390,pqsD	11	24	89	580
PA14_51410,pqsC	9	28	91	576
PA14_51420,pqsB	7	40	118	594
PA14_51430,pqsA	13	94	253	928
PA14_51440,ogt	46	128	111	152
PA14_51450,cupC3	130	179	150	486
PA14_51460,cupC2	6	13	2	99
PA14_51470,cupC1	37	44	44	82
PA14_51480	62	99	58	110
PA14_51490	28	41	22	120
PA14_51500	27	21	38	67
PA14_51510	68	69	86	80
PA14_51520,spcU	283	1	4	205
PA14_51530,exoU	1314	3	3	669
PA14_51540	37	3	6	31
PA14_51550	63	2	0	38
PA14_51560	62	0	1	0
PA14_51570	40	1	88	41
PA14_51580	18	0	30	82
PA14_51590	91	2	108	218
PA14_51600	94	0	91	279
PA14_51610	25	0	21	131
PA14_51620	166	169	146	189
PA14_51630	182	165	202	347
PA14_51640	33	0	156	115
PA14_51650	117	0	609	442
PA14_51660	17	7	25	28
PA14_51670	54	48	58	75
PA14_51680	34	31	44	67
PA14_51690	224	218	290	273
PA14_51710,oprL	354	415	451	377
PA14_51720,tolB	471	548	713	636
PA14_51730,tolA	409	444	541	519
PA14_51740,tolR	219	210	271	238
PA14_51750,tolQ	240	248	380	274
PA14_51770,ybgC	134	128	174	162
PA14_51780,ruvB	213	225	262	331
PA14_51790,ruvA	160	168	230	229
PA14_51800,ruvC	156	159	243	214
PA14_51810,yebC	342	317	494	364
PA14_51820,aspS	746	736	1050	807
PA14_51830	220	285	324	312
PA14_51840	75	79	113	94
PA14_51850	17	28	38	51
PA14_51860	109	192	197	183
PA14_51880,oprD	198	842	465	718
PA14_51890	12	9	16	27
PA14_51900,proS	689	734	1084	809
PA14_51910	213	255	327	281
PA14_51920	17	51	37	40
PA14_51930,helX	66	115	122	107
PA14_51940	75	44	24	62
PA14_51950	75	56	18	39
PA14_51960,rbn	99	188	191	186
PA14_51980	118	121	187	114
PA14_51990,wrbA	136	155	230	153
PA14_52000	38	110	130	56
PA14_52010	100	102	178	115
PA14_52020	172	208	222	197
PA14_52040,purM	242	244	522	301
PA14_52050,purN	183	186	328	205
PA14_52060	357	421	476	451
PA14_52070	74	105	89	90
PA14_52080	45	51	42	51
PA14_52090	17	19	20	30
PA14_52110	17	13	9	35
PA14_52120	27	14	17	48
PA14_52130	235	524	575	380
PA14_52140,yaiL	209	280	349	252
PA14_52150,lpxO2	152	170	258	159
PA14_52160,mazG	171	258	294	247
PA14_52180,relA	697	984	1147	922
PA14_52190,rumA	232	301	398	324
PA14_52210,cysM	300	320	458	339
PA14_52230,pirA	39	66	30	213
PA14_52240,pirS	57	106	59	109
PA14_52250,pirR	22	44	31	56
PA14_52260,lemA	280	417	447	531
PA14_52270,ldhA	78	153	133	126
PA14_52280	77	75	138	114
PA14_52290	27	56	54	70
PA14_52300	54	39	44	209
PA14_52310,dinP	35	30	57	69
PA14_52320	10	7	15	19
PA14_52330	47	36	54	63
PA14_52340	70	63	122	75
PA14_52350	167	221	368	330
PA14_52370	94	141	189	206
PA14_52380	42	161	246	189
PA14_52400,kup	108	187	252	247
PA14_52420,rimO	92	86	219	192
PA14_52430,yehS	17	24	26	43
PA14_52440	4	5	2	17
PA14_52460,mgtE	151	143	224	207
PA14_52465	26	38	30	67
PA14_52480	14	13	22	77
PA14_52490	8	12	21	87
PA14_52500	1	3	7	22
PA14_52510	4	2	4	11
PA14_52520	36	35	41	114
PA14_52530	111	178	158	172
PA14_52540	18	15	20	15
PA14_52550	34	33	53	28
PA14_52560	56	50	64	41
PA14_52570,rsmA	107	120	126	134
PA14_52580,lysC	431	368	654	490
PA14_52600,alaS	749	738	1269	822
PA14_52610	96	161	255	138
PA14_52630,aruE	245	253	318	246
PA14_52640	163	156	185	173
PA14_52660,aruB	513	470	584	478
PA14_52670,astD	342	283	404	274
PA14_52690,aruG	360	336	442	319
PA14_52700,aruF	350	373	488	327
PA14_52720,argD	653	721	781	580
PA14_52730	5	23	56	13
PA14_52740,argR	145	182	235	209
PA14_52750,aotP	189	156	291	177
PA14_52760,aotO	215	207	291	174
PA14_52770,aotM	109	128	207	133
PA14_52780,aotQ	90	95	187	81
PA14_52790,aotJ	329	411	507	342
PA14_52800,acsA	1056	1205	925	946
PA14_52810,dctM	23	44	58	93
PA14_52820,dctQ	4	4	2	31
PA14_52840,dctP	9	18	5	56
PA14_52850	7	9	13	23
PA14_52870	8	9	15	35
PA14_52880	6	5	5	51
PA14_52890	9	12	10	34
PA14_52900	22	11	58	87
PA14_52910	19	16	33	54
PA14_52920	20	29	36	48
PA14_52930	34	57	79	69
PA14_52940	25	18	16	147
PA14_52960	4	4	4	28
PA14_52980,phhR	174	239	216	266
PA14_52990,phhA	512	595	615	546
PA14_53000,phhB	213	214	294	218
PA14_53010,phhC	481	510	670	472
PA14_53020,pbpG	119	170	298	228
PA14_53030,yaeJ	12	31	41	30
PA14_53040	92	151	160	113
PA14_53050,aroP2	142	109	50	134
PA14_53070,hpd	752	788	748	751
PA14_53090	6	15	8	34
PA14_53100	14	16	12	51
PA14_53110	14	34	27	59
PA14_53120	197	273	253	270
PA14_53140	313	503	343	589
PA14_53150	105	115	162	171
PA14_53160	36	35	64	34
PA14_53180	159	133	239	180
PA14_53190,bolA	127	148	178	187
PA14_53200	262	328	407	402
PA14_53210	17	100	67	141
PA14_53220,fumC2	154	267	250	501
PA14_53230	35	55	42	86
PA14_53250,cpbD	54	35	48	281
PA14_53260	47	84	78	67
PA14_53270	2	5	16	6
PA14_53290,trxB2	47	56	71	129
PA14_53300	47	28	41	43
PA14_53310	64	148	112	238
PA14_53330	51	80	116	101
PA14_53340	24	40	20	201
PA14_53360,plcH	19	20	15	176
PA14_53370,plcR	25	40	20	154
PA14_53380	4	7	8	58
PA14_53390	80	98	72	110
PA14_53400	36	90	114	97
PA14_53410	29	29	30	49
PA14_53420,btuE	30	47	71	84
PA14_53430,slyD	121	200	222	192
PA14_53450	89	96	101	96
PA14_53470,ackA	213	382	518	322
PA14_53480,pta	252	572	653	423
PA14_53490	126	131	211	142
PA14_53500	262	324	366	329
PA14_53510,ycbL	42	54	104	78
PA14_53520,oruR	71	98	110	74
PA14_53530	46	105	68	139
PA14_53540	13	17	11	50
PA14_53550	9	22	26	44
PA14_53560	54	87	132	167
PA14_53570	40	0	1	0
PA14_53580	240	0	0	0
PA14_53590	481	0	0	0
PA14_53600	124	0	0	0
PA14_53610	101	0	0	0
PA14_53620	17	56	46	97
PA14_53630	5	11	14	0
PA14_53640	4	1	5	0
PA14_53650	56	0	55	0
PA14_53660	133	0	153	2
PA14_53670	321	0	0	346
PA14_53680	1	3	7	14
PA14_53690	2	4	2	38
PA14_53700	8	20	43	64
PA14_53720	43	47	108	37
PA14_53730	50	106	104	97
PA14_53740	1	7	6	6
PA14_53750	10	26	14	36
PA14_53770	10	14	16	84
PA14_53780	19	39	35	79
PA14_53790	4	23	12	23
PA14_53800,mntH2	12	9	8	52
PA14_53810	2	11	7	47
PA14_53820	47	78	66	230
PA14_53830	7	15	9	27
PA14_53840	69	57	73	96
PA14_53850	36	124	114	107
PA14_53860	6	21	16	36
PA14_53870	4	11	7	24
PA14_53880	81	122	103	110
PA14_53890	10	11	21	14
PA14_53900	138	161	259	210
PA14_53910,pmtA	12	41	16	58
PA14_53920	128	138	125	117
PA14_53940,prpB	302	360	313	341
PA14_53950,prpC	370	417	354	380
PA14_53970	368	396	329	428
PA14_53980	134	230	150	232
PA14_54000,prpD	81	234	84	208
PA14_54010	17	35	42	33
PA14_54030	0	3	7	20
PA14_54040	322	189	387	271
PA14_54050	23	0	0	31
PA14_54070	22	23	18	23
PA14_54080	22	156	40	289
PA14_54090	51	67	115	69
PA14_54110	2	3	1	12
PA14_54120	6	1	4	22
PA14_54130	63	56	62	105
PA14_54150,putP	371	123	641	360
PA14_54170,putA	380	145	1583	1225
PA14_54180	18	20	22	140
PA14_54190,pruR	30	54	97	42
PA14_54210	556	645	1514	558
PA14_54220,icp	34	51	81	49
PA14_54230	48	80	98	42
PA14_54240	6	29	11	54
PA14_54260,yecO	60	41	152	103
PA14_54270,yecP	52	38	113	52
PA14_54290,pdxJ	89	145	170	158
PA14_54300,recO	39	59	80	62
PA14_54320,era	266	244	301	366
PA14_54330,rnc	138	118	154	154
PA14_54340	136	143	144	164
PA14_54350,lepB	176	195	250	247
PA14_54370,lepA	590	574	892	745
PA14_54390,mucD	635	628	782	720
PA14_54400,mucC	119	125	139	167
PA14_54410,mucB	215	259	268	314
PA14_54420,mucA	226	249	282	315
PA14_54430,algU	328	347	371	407
PA14_54450,nadB	275	380	417	423
PA14_54460	36	29	62	31
PA14_54470	58	55	96	70
PA14_54480	171	227	275	168
PA14_54490	208	234	233	264
PA14_54500	97	74	81	154
PA14_54510	34	30	78	37
PA14_54520,opdH	59	261	126	206
PA14_54540	44	138	115	101
PA14_54550	8	24	19	36
PA14_54570	19	54	52	80
PA14_54580	10	21	37	40
PA14_54590,ung	152	149	284	177
PA14_54600	38	72	103	53
PA14_54610	29	27	54	26
PA14_54620	326	599	345	507
PA14_54630	207	449	309	379
PA14_54640	222	402	308	337
PA14_54660	203	439	294	351
PA14_54670	29	101	54	71
PA14_54680	22	37	25	58
PA14_54690,ywnB	13	34	27	33
PA14_54700,yjcS	22	22	27	81
PA14_54710	31	30	46	42
PA14_54720	0	1	2	7
PA14_54730	0	2	2	6
PA14_54740	2	9	8	18
PA14_54750	0	2	0	7
PA14_54760	53	92	108	89
PA14_54770	52	103	137	111
PA14_54790	22	32	45	32
PA14_54800,rsuA	25	26	25	75
PA14_54810	36	107	72	194
PA14_54820	72	130	87	164
PA14_54830	85	160	187	373
PA14_54840	17	1	6	33
PA14_54850	31	0	0	51
PA14_54860	11	0	0	0
PA14_54870	63	0	0	0
PA14_54880	30	0	0	0
PA14_54890	132	0	0	0
PA14_54900	82	0	0	0
PA14_54910	52	0	0	0
PA14_54920	173	1	1	1
PA14_54930	73	0	0	0
PA14_54940	99	0	0	0
PA14_54950	65	0	0	0
PA14_54960	44	1	0	0
PA14_54970	44	0	0	0
PA14_54980	72	0	0	0
PA14_55000	8	0	0	0
PA14_55020	10	0	0	0
PA14_55030	2	0	0	0
PA14_55040	10	0	0	0
PA14_55050	317	1	0	2
PA14_55060	67	2	11	19
PA14_55070	24	6	22	6
PA14_55080	197	1	0	4
PA14_55090	35	0	0	0
PA14_55100	39	31	5	50
PA14_55110	151	122	21	82
PA14_55117	23	24	25	53
PA14_55130,gloA2	6	58	18	30
PA14_55140	10	42	20	16
PA14_55150	82	152	81	103
PA14_55160,toxR	6	11	12	37
PA14_55170,cat	48	78	118	78
PA14_55180,migA	74	209	169	203
PA14_55200	21	93	42	142
PA14_55220	17	25	31	102
PA14_55230	7	7	7	31
PA14_55240	16	33	47	15
PA14_55250	15	21	37	42
PA14_55260	4	8	5	21
PA14_55280	15	24	17	43
PA14_55290	4	14	7	19
PA14_55300	16	39	22	84
PA14_55320	12	22	22	96
PA14_55330	7	14	8	46
PA14_55340,exbD2	4	2	4	36
PA14_55360,exbB2	7	7	6	65
PA14_55380	8	12	8	95
PA14_55390	10	15	9	99
PA14_55400	143	49	54	545
PA14_55410	18	5	4	129
PA14_55430,hxcS	1	4	2	11
PA14_55440,hxcR	13	6	2	66
PA14_55450,hxcQ	20	13	18	118
PA14_55460,hxcZ	1	4	0	13
PA14_55470,hxcY	2	3	8	20
PA14_55480,hxcX	0	2	4	26
PA14_55490,hxcT	4	3	3	21
PA14_55500,hxcV	4	2	3	11
PA14_55510,hxcP	8	8	12	29
PA14_55520,hxcU	1	7	1	8
PA14_55530,hxcW	7	3	6	9
PA14_55540	1	8	9	19
PA14_55550	6	9	5	43
PA14_55560,pigC	9	12	15	49
PA14_55570,pigB	24	44	45	54
PA14_55580,nemO	6	36	12	52
PA14_55590	0	9	8	10
PA14_55600	8	15	17	51
PA14_55610,dnaE2	39	76	72	247
PA14_55620,5S-rRNA	1	8	2	11
PA14_55631,23S-rRNA	609	1145	988	1473
PA14_55634	40	25	40	35
PA14_55635	55	46	54	45
PA14_55637,16S-rRNA	220	416	351	666
PA14_55640,sbcD	89	169	196	182
PA14_55650,sbcC	219	394	474	426
PA14_55660,recD	164	267	288	220
PA14_55670,recB	325	484	650	451
PA14_55690,recC	330	456	526	459
PA14_55710	100	121	167	87
PA14_55720	15	12	18	65
PA14_55730	46	47	57	86
PA14_55740,chrA	25	53	52	50
PA14_55750	370	584	393	456
PA14_55760	148	166	206	203
PA14_55770,pitA	227	146	422	301
PA14_55780	28	43	39	98
PA14_55790	5	15	5	51
PA14_55800	31	44	20	84
PA14_55810	78	105	181	227
PA14_55820	33	49	38	182
PA14_55840	5	7	7	33
PA14_55850	4	11	22	20
PA14_55860	16	22	26	86
PA14_55880	2	6	10	35
PA14_55890,cpaF2	10	11	17	54
PA14_55900	13	34	16	47
PA14_55920	18	48	40	77
PA14_55930	22	34	29	57
PA14_55940	1	7	6	12
PA14_55960,pctC	112	264	677	260
PA14_55980,yjgR	163	246	228	274
PA14_56000,pctA	219	362	489	455
PA14_56010,pctB	281	566	819	576
PA14_56030	43	95	45	258
PA14_56040	47	93	98	243
PA14_56050	20	40	47	112
PA14_56060,purU	264	257	424	280
PA14_56070,mvaT	231	255	239	275
PA14_56080,sbcB	215	239	334	274
PA14_56090	91	249	309	113
PA14_56100	60	117	158	102
PA14_56110	56	107	163	110
PA14_56130	155	243	307	204
PA14_56140	173	216	298	261
PA14_56160,moxR	147	181	328	222
PA14_56170	107	141	240	164
PA14_56180	35	131	100	40
PA14_56190	32	33	39	31
PA14_56200	27	65	52	52
PA14_56210	90	157	113	189
PA14_56220	126	320	389	210
PA14_56240,pykA	544	660	829	691
PA14_56250	36	58	83	76
PA14_56260	34	110	125	64
PA14_56280	56	133	140	73
PA14_56300,fumA	544	357	834	653
PA14_56340,mntH1	41	32	70	104
PA14_56360	30	52	46	48
PA14_56370	195	274	323	191
PA14_56380	7	35	22	77
PA14_56390	100	150	138	285
PA14_56410	74	88	103	103
PA14_56420	50	70	112	84
PA14_56430	9	17	14	15
PA14_56450	17	37	27	71
PA14_56470	21	24	18	72
PA14_56480	12	25	17	100
PA14_56510	42	94	55	139
PA14_56520	33	91	61	94
PA14_56530	37	96	134	69
PA14_56540	210	336	403	237
PA14_56550	28	77	90	41
PA14_56560	9	6	12	30
PA14_56570	0	11	23	33
PA14_56590	278	558	558	360
PA14_56600	21	22	42	39
PA14_56620	31	22	42	79
PA14_56640	14	22	30	70
PA14_56660	85	134	196	274
PA14_56670	12	47	28	21
PA14_56680,feoB	141	310	386	223
PA14_56690,feoA	35	79	68	60
PA14_56700	84	102	134	122
PA14_56720	63	110	97	96
PA14_56730	20	92	51	106
PA14_56740,iciA	28	33	65	40
PA14_56750	3	6	8	19
PA14_56770	9	11	6	23
PA14_56780,sodB	308	358	411	378
PA14_56790	235	428	377	472
PA14_56800	77	104	77	76
PA14_56810	60	65	85	56
PA14_56830,icmP	644	843	864	788
PA14_56840	127	153	221	166
PA14_56850	170	231	374	272
PA14_56870	111	119	187	149
PA14_56880	102	163	183	165
PA14_56890	212	349	425	559
PA14_56900,pncB2	131	197	244	195
PA14_56910	6	8	6	29
PA14_56920,inaA	108	125	148	132
PA14_56930	75	92	126	108
PA14_56940,colS	79	105	130	172
PA14_56950,colR	83	107	151	122
PA14_56960	6	12	13	40
PA14_56970	39	62	27	60
PA14_56980,crcB	19	32	20	26
PA14_56990	23	38	22	101
PA14_57010,groEL	1324	1305	1535	1032
PA14_57020,groES	266	256	289	212
PA14_57030,fxsA	49	41	153	39
PA14_57040	53	104	156	95
PA14_57050,fabG	208	257	331	166
PA14_57060	211	109	168	310
PA14_57070	78	55	94	140
PA14_57080	63	85	57	82
PA14_57100,ampG	84	112	135	194
PA14_57110	78	96	144	208
PA14_57130	148	158	261	162
PA14_57140	137	85	84	134
PA14_57160,apbA	43	52	47	99
PA14_57170	230	318	319	471
PA14_57180	63	123	138	139
PA14_57190,mutT	90	138	228	134
PA14_57200	149	154	213	184
PA14_57210,argJ	235	284	451	324
PA14_57220,secA	1365	1443	1775	1441
PA14_57240	221	139	170	132
PA14_57250	15	37	39	31
PA14_57260,lpxC	350	404	528	400
PA14_57275,ftsZ	696	860	868	813
PA14_57290,ftsA	591	605	697	669
PA14_57300,ftsQ	302	333	407	335
PA14_57320,ddl	212	222	269	233
PA14_57330,murC	340	356	488	401
PA14_57340,murG	194	236	298	202
PA14_57360,ftsW	219	256	312	278
PA14_57370,murD	357	400	492	363
PA14_57380,mraY	312	349	428	420
PA14_57390,murF	292	343	471	340
PA14_57410,murE	353	454	556	364
PA14_57425,ftsI	418	516	576	535
PA14_57440,ftsL	44	78	101	70
PA14_57450,mraW	251	302	344	279
PA14_57460	246	240	265	264
PA14_57470	144	152	212	139
PA14_57480	454	498	696	588
PA14_57490	75	84	110	102
PA14_57500,gmhA	260	274	349	303
PA14_57510	192	216	277	297
PA14_57520,sspB	101	110	158	121
PA14_57530,sspA	104	75	148	101
PA14_57540	371	309	482	347
PA14_57560	641	664	944	588
PA14_57570	366	343	486	321
PA14_57580,rpsI	117	74	151	78
PA14_57590,rplM	329	264	396	267
PA14_57600	179	320	383	300
PA14_57610	167	151	159	164
PA14_57630	148	111	113	183
PA14_57640	18	22	10	108
PA14_57650	137	101	315	157
PA14_57670,trpS	241	334	544	351
PA14_57680	120	139	181	141
PA14_57690	142	169	204	174
PA14_57710,cysN	603	249	532	421
PA14_57720,cysD	532	239	529	398
PA14_57730,mltB1	191	233	355	297
PA14_57740	81	67	150	101
PA14_57760,algW	152	205	307	244
PA14_57770,hisC1	91	112	190	165
PA14_57780,hisD	165	146	323	187
PA14_57800,hisG	126	129	203	147
PA14_57810,murA	460	429	657	461
PA14_57820	91	91	162	98
PA14_57830	90	93	152	127
PA14_57840,ttg2D	338	362	484	381
PA14_57850	175	186	258	199
PA14_57870	159	172	269	192
PA14_57880	137	152	320	164
PA14_57890,yrbH	360	386	533	402
PA14_57900	148	158	236	204
PA14_57910	249	264	328	278
PA14_57920	289	318	383	321
PA14_57930	226	281	332	303
PA14_57940,rpoN	640	701	794	704
PA14_57950	238	285	283	281
PA14_57960,ptsN	191	263	267	231
PA14_57970	337	405	492	400
PA14_57980	60	64	73	70
PA14_57990	4	12	6	37
PA14_58000,sodM	19	32	17	88
PA14_58010	16	33	19	59
PA14_58030,fumC	36	78	45	156
PA14_58040	12	39	17	52
PA14_58050,pmbA	57	117	221	156
PA14_58060	102	109	173	102
PA14_58070	219	380	548	412
PA14_58080	140	194	300	192
PA14_58090	244	569	511	553
PA14_58100,cafA	305	475	466	529
PA14_58110,maf	85	120	140	173
PA14_58120,mreD	56	36	70	80
PA14_58130,mreC	206	143	293	191
PA14_58150,mreB	260	219	454	260
PA14_58170,gatC	127	109	174	147
PA14_58180,gatA	506	536	822	524
PA14_58190,gatB	560	560	831	647
PA14_58210	43	34	78	61
PA14_58220	40	38	58	40
PA14_58230	78	173	204	76
PA14_58240	71	143	250	93
PA14_58250	336	817	1447	544
PA14_58260	91	193	268	193
PA14_58270	138	383	576	241
PA14_58290	121	258	296	240
PA14_58300	138	200	300	150
PA14_58320	332	462	561	449
PA14_58330	141	339	290	337
PA14_58350	687	666	472	652
PA14_58360	193	260	235	377
PA14_58375	132	174	237	179
PA14_58380	90	111	118	142
PA14_58390	623	759	616	479
PA14_58410	182	243	167	193
PA14_58420	159	245	190	190
PA14_58440	57	78	95	118
PA14_58450,dppC	59	106	67	120
PA14_58470,dppD	86	150	119	156
PA14_58490,dppF	85	126	128	121
PA14_58500	57	66	66	55
PA14_58510	26	16	20	30
PA14_58515	26	51	72	64
PA14_58530	72	71	106	108
PA14_58540	69	89	131	87
PA14_58550,lpxO1	117	195	293	181
PA14_58560,piuB	72	77	72	113
PA14_58570,piuA	96	33	20	64
PA14_58580,piuC	75	101	54	141
PA14_58600	35	59	23	58
PA14_58610	120	52	98	201
PA14_58620	9	43	78	42
PA14_58630,speC	119	117	386	274
PA14_58650	182	279	191	263
PA14_58660,ampE	81	101	143	82
PA14_58670,ampD	56	73	92	97
PA14_58690	466	392	523	704
PA14_58700,nadC	67	105	201	132
PA14_58710	4	2	9	16
PA14_58720	339	0	0	0
PA14_58730,pilA	402	63	5	39
PA14_58740	32	7	0	0
PA14_58750,pilB	762	802	400	471
PA14_58760,pilC	624	188	121	192
PA14_58770,pilD	175	175	136	156
PA14_58780,coaE	133	139	162	144
PA14_58790	31	48	35	36
PA14_58800	12	35	47	47
PA14_58810	129	191	260	170
PA14_58820	42	77	142	73
PA14_58830	96	125	225	129
PA14_58840	90	147	136	177
PA14_58850	61	107	70	113
PA14_58860	16	27	33	26
PA14_58870,ndh	260	328	422	396
PA14_58880	76	102	156	110
PA14_58890	27	33	24	161
PA14_58900	113	140	135	415
PA14_58910	33	2	291	106
PA14_58920	36	0	240	113
PA14_58930	13	0	140	38
PA14_58940	5	0	35	5
PA14_58950	34	1	259	54
PA14_58960	9	0	135	43
PA14_58970	65	1	342	183
PA14_58980	15	0	80	53
PA14_58990	54	0	360	167
PA14_59000	10	0	83	45
PA14_59010	8	0	88	40
PA14_59020	34	0	162	32
PA14_59030	4	0	54	29
PA14_59050	149	163	399	254
PA14_59060	24	0	100	62
PA14_59070	148	3	517	316
PA14_59090	58	1	174	131
PA14_59100	78	0	327	255
PA14_59110	2	0	20	1
PA14_59120	0	0	0	0
PA14_59130	79	0	366	102
PA14_59140	126	1	326	102
PA14_59150	94	1	337	69
PA14_59160	6	0	46	38
PA14_59170	0	0	0	0
PA14_59180	102	0	466	313
PA14_59190	0	0	1	0
PA14_59200	75	1	637	279
PA14_59210	26	0	272	121
PA14_59220	0	1	2	17
PA14_59230	0	0	0	0
PA14_59240,pilL2	55	0	331	146
PA14_59250,pilN2	133	0	507	198
PA14_59270,pilO2	90	0	279	151
PA14_59280,pilP2	25	0	142	34
PA14_59290,pilQ2	70	0	371	167
PA14_59310,pilR2	32	0	195	89
PA14_59320,pilS2	101	0	351	118
PA14_59340,pilT2	41	0	241	84
PA14_59350,pilV2	102	1	301	160
PA14_59360,pilM2	4	0	26	12
PA14_59370	46	1	156	148
PA14_59380	200	1	294	61
PA14_59390	0	0	48	51
PA14_59400	335	5	523	156
PA14_59410	27	0	157	33
PA14_59430	80	1	164	43
PA14_59440	101	0	298	168
PA14_59470	82	2	193	61
PA14_59480	74	0	206	62
PA14_59490	64	1	34	13
PA14_59500	94	0	174	43
PA14_59510	36	1	99	43
PA14_59520	29	0	87	90
PA14_59530	38	1	68	243
PA14_59540	83	21	310	489
PA14_59550	0	0	3	0
PA14_59560	3	0	0	0
PA14_59570	6	0	0	0
PA14_59580	0	0	0	0
PA14_59590	0	0	0	0
PA14_59600	0	0	0	0
PA14_59610	39	4	0	0
PA14_59620	58	1	0	1
PA14_59630	74	2	1	0
PA14_59640	36	0	205	84
PA14_59650	17	0	199	63
PA14_59660	24	0	118	50
PA14_59670	10	0	91	40
PA14_59680	10	0	51	14
PA14_59690	89	5	525	304
PA14_59700	10	0	88	41
PA14_59710,cupD1	0	0	0	0
PA14_59720,cupD2	0	1	0	1
PA14_59735,cupD3	0	1	0	0
PA14_59750,cupD4	0	0	0	0
PA14_59760,cupD5	0	0	0	0
PA14_59770,rcsB	0	1	0	0
PA14_59780,rcsC	0	0	0	0
PA14_59790,pvrR	0	0	1	0
PA14_59800	0	0	0	0
PA14_59820	9	0	103	54
PA14_59830	0	0	472	349
PA14_59840	9	22	912	945
PA14_59845	1	2	218	245
PA14_59850	5	0	40	44
PA14_59860	10	0	128	28
PA14_59870	16	0	114	53
PA14_59880	36	0	219	82
PA14_59890	29	0	162	30
PA14_59900	37	0	247	93
PA14_59910	38	1	271	111
PA14_59920	72	2	396	317
PA14_59930	34	1	200	105
PA14_59940	194	7	1101	550
PA14_59950	24	0	143	46
PA14_59960	55	1	173	90
PA14_59970	4	0	43	7
PA14_59980	35	0	98	29
PA14_59990	30	2	152	127
PA14_60000	53	1	226	147
PA14_60010	8	0	69	31
PA14_60020	52	2	365	193
PA14_60030	55	0	64	42
PA14_60040	50	1	107	73
PA14_60050	49	0	143	156
PA14_60060	0	0	0	0
PA14_60070	0	0	0	0
PA14_60080	0	0	0	0
PA14_60090	0	0	0	0
PA14_60100,dtd	0	1	3	0
PA14_60110	0	0	1	0
PA14_60120,dcd2	0	0	1	0
PA14_60130	192	7	587	541
PA14_60140	79	0	248	63
PA14_60150	18	7	24	15
PA14_60160	28	10	31	26
PA14_60180	36	20	45	58
PA14_60190,clpB	867	868	1753	787
PA14_60200	18	46	84	35
PA14_60210,rluD	173	207	300	212
PA14_60230,comL	301	270	489	319
PA14_60240	17	27	22	29
PA14_60250,pilS	246	274	219	365
PA14_60260,pilR	146	277	288	231
PA14_60270	187	248	340	204
PA14_60280,fimU	193	186	5	5
PA14_60290,pilW	281	264	14	22
PA14_60300,pilX	308	279	15	27
PA14_60310,pilY1	1897	1850	28	54
PA14_60320,pilE	166	192	0	0
PA14_60330,ispH	321	198	302	316
PA14_60350	111	112	153	121
PA14_60360,lspA	202	209	288	244
PA14_60370,ileS	910	989	1440	1075
PA14_60380,ribF	198	238	352	195
PA14_60390,mviN	79	87	158	142
PA14_60400,rpsT	77	63	152	83
PA14_60410	84	112	112	114
PA14_60420,proB	308	399	480	349
PA14_60445,obgE	324	368	505	366
PA14_60450,rpmA	78	51	96	44
PA14_60460,rplU	262	234	304	245
PA14_60470,ispB	156	133	338	223
PA14_60480	7	16	4	24
PA14_60490	214	762	994	507
PA14_60500,fklB	72	94	199	104
PA14_60520	20	25	17	56
PA14_60530	29	24	64	57
PA14_60540	13	20	18	36
PA14_60550	730	863	955	951
PA14_60560	60	140	144	90
PA14_60570	338	380	407	375
PA14_60580	290	356	419	382
PA14_60590	52	55	81	86
PA14_60600,rtcR	95	84	126	117
PA14_60620	35	9	27	42
PA14_60630	111	68	168	278
PA14_60650	159	135	194	354
PA14_60660	80	66	110	353
PA14_60670,rtcA	58	44	117	197
PA14_60690	0	2	4	18
PA14_60700,ccpR	478	682	770	311
PA14_60710,gdhA	63	45	138	125
PA14_60730	9	34	23	124
PA14_60750,pra	22	64	33	133
PA14_60760	31	55	51	137
PA14_60770	49	96	87	188
PA14_60780	23	43	35	65
PA14_60790	14	20	20	50
PA14_60800	606	618	854	699
PA14_60810,nfxB	43	39	16	38
PA14_60820,oprJ	459	30	52	141
PA14_60830,mexD	932	50	94	415
PA14_60850,mexC	395	18	25	105
PA14_60860,nfxB	335	98	124	143
PA14_60870,morA	239	497	488	403
PA14_60890,glyA	401	376	751	488
PA14_60900	11	26	26	30
PA14_60920	136	180	223	197
PA14_60930	32	54	42	52
PA14_60950,cstA	427	582	750	506
PA14_60960	141	324	280	324
PA14_60970	25	44	48	47
PA14_60990,radA	130	152	252	133
PA14_61000	53	56	91	71
PA14_61010	82	142	120	132
PA14_61020,ankB	23	33	29	63
PA14_61040,katB	83	59	91	248
PA14_61050,mscL	80	138	123	158
PA14_61060,fnr-2	57	102	225	138
PA14_61080,dctP	176	64	19	138
PA14_61090	82	125	145	110
PA14_61110	7	8	4	20
PA14_61120	65	91	114	78
PA14_61130	79	174	159	197
PA14_61140	23	76	71	84
PA14_61150	78	218	228	291
PA14_61170	14	15	37	97
PA14_61180	6	4	12	40
PA14_61190	46	91	52	251
PA14_61200	158	168	83	549
PA14_61210,hprA	53	126	154	126
PA14_61220,rsmC	62	81	91	94
PA14_61250,lysP	102	95	41	185
PA14_61260	21	14	32	74
PA14_61270	26	64	50	35
PA14_61280	105	115	286	123
PA14_61290	298	262	478	281
PA14_61300	264	574	728	445
PA14_61320	13	13	29	11
